id,hamming_original,accuracy_original,hamming_vae,accuracy_vae
000172,2,0.98,74,0.26
000173,0,1.0,84,0.16000000000000003
000174,0,1.0,78,0.21999999999999997
000175,0,1.0,94,0.06000000000000005
000176,0,1.0,87,0.13
000177,0,1.0,74,0.26
000178,0,1.0,90,0.09999999999999998
000179,0,1.0,97,0.030000000000000027
000180,0,1.0,88,0.12
000181,0,1.0,81,0.18999999999999995
000182,0,1.0,88,0.12
000183,0,1.0,79,0.20999999999999996
000184,0,1.0,89,0.10999999999999999
000185,0,1.0,52,0.48
000186,0,1.0,30,0.7
000187,0,1.0,67,0.32999999999999996
000188,0,1.0,89,0.10999999999999999
000189,0,1.0,82,0.18000000000000005
000190,0,1.0,88,0.12
000191,0,1.0,82,0.18000000000000005
000192,0,1.0,64,0.36
000193,0,1.0,82,0.18000000000000005
000194,0,1.0,83,0.17000000000000004
000195,0,1.0,83,0.17000000000000004
000196,0,1.0,83,0.17000000000000004
000197,0,1.0,78,0.21999999999999997
000198,0,1.0,79,0.20999999999999996
000199,0,1.0,84,0.16000000000000003
000200,1,0.99,87,0.13
000201,0,1.0,87,0.13
000202,0,1.0,93,0.06999999999999995
000203,0,1.0,92,0.07999999999999996
000204,0,1.0,64,0.36
000205,0,1.0,86,0.14
000206,0,1.0,85,0.15000000000000002
000207,0,1.0,59,0.41000000000000003
000208,0,1.0,69,0.31000000000000005
000209,0,1.0,86,0.14
000210,1,0.99,75,0.25
000211,0,1.0,96,0.040000000000000036
000212,0,1.0,49,0.51
000213,0,1.0,75,0.25
000214,0,1.0,66,0.33999999999999997
000215,0,1.0,75,0.25
000216,0,1.0,61,0.39
000217,0,1.0,86,0.14
000218,0,1.0,84,0.16000000000000003
000219,0,1.0,87,0.13
000220,0,1.0,79,0.20999999999999996
000221,0,1.0,47,0.53
000222,0,1.0,87,0.13
000223,0,1.0,83,0.17000000000000004
000224,0,1.0,31,0.69
000225,0,1.0,97,0.030000000000000027
000226,0,1.0,78,0.21999999999999997
000227,0,1.0,91,0.08999999999999997
000228,0,1.0,76,0.24
000229,0,1.0,50,0.5
000230,1,0.99,71,0.29000000000000004
000231,0,1.0,71,0.29000000000000004
000232,0,1.0,96,0.040000000000000036
000233,0,1.0,93,0.06999999999999995
000234,0,1.0,79,0.20999999999999996
000235,0,1.0,50,0.5
000236,0,1.0,82,0.18000000000000005
000237,0,1.0,56,0.43999999999999995
000238,0,1.0,89,0.10999999999999999
000239,0,1.0,86,0.14
000240,0,1.0,86,0.14
000241,0,1.0,65,0.35
000242,0,1.0,85,0.15000000000000002
000243,0,1.0,75,0.25
000244,0,1.0,94,0.06000000000000005
000245,0,1.0,95,0.050000000000000044
000246,0,1.0,84,0.16000000000000003
000247,0,1.0,86,0.14
000248,0,1.0,86,0.14
000249,0,1.0,87,0.13
000250,0,1.0,83,0.17000000000000004
000251,0,1.0,79,0.20999999999999996
000252,0,1.0,96,0.040000000000000036
000253,0,1.0,98,0.020000000000000018
000254,0,1.0,44,0.56
000255,0,1.0,94,0.06000000000000005
000256,0,1.0,76,0.24
000257,0,1.0,96,0.040000000000000036
000258,0,1.0,72,0.28
000259,0,1.0,92,0.07999999999999996
000260,0,1.0,87,0.13
000261,0,1.0,62,0.38
000262,1,0.99,64,0.36
000263,0,1.0,93,0.06999999999999995
000264,0,1.0,43,0.5700000000000001
000265,0,1.0,75,0.25
000266,0,1.0,70,0.30000000000000004
000267,1,0.99,23,0.77
000268,0,1.0,76,0.24
000269,0,1.0,45,0.55
000270,0,1.0,93,0.06999999999999995
000271,0,1.0,66,0.33999999999999997
000272,0,1.0,60,0.4
000273,0,1.0,87,0.13
000274,0,1.0,96,0.040000000000000036
000275,0,1.0,88,0.12
000276,1,0.99,43,0.5700000000000001
000277,0,1.0,87,0.13
000278,0,1.0,92,0.07999999999999996
000279,0,1.0,76,0.24
000280,0,1.0,77,0.22999999999999998
000281,0,1.0,78,0.21999999999999997
000282,0,1.0,91,0.08999999999999997
000283,0,1.0,78,0.21999999999999997
000284,0,1.0,84,0.16000000000000003
000285,0,1.0,93,0.06999999999999995
000286,0,1.0,93,0.06999999999999995
000287,0,1.0,85,0.15000000000000002
000288,0,1.0,64,0.36
000289,0,1.0,69,0.31000000000000005
000290,0,1.0,91,0.08999999999999997
000291,0,1.0,84,0.16000000000000003
000292,0,1.0,81,0.18999999999999995
000293,0,1.0,80,0.19999999999999996
000294,0,1.0,92,0.07999999999999996
000295,0,1.0,93,0.06999999999999995
000296,0,1.0,55,0.44999999999999996
000297,0,1.0,84,0.16000000000000003
000298,0,1.0,72,0.28
000299,0,1.0,81,0.18999999999999995
000300,0,1.0,53,0.47
000301,1,0.99,60,0.4
000302,0,1.0,79,0.20999999999999996
000303,1,0.99,95,0.050000000000000044
000304,0,1.0,65,0.35
000305,0,1.0,92,0.07999999999999996
000306,0,1.0,87,0.13
000307,0,1.0,84,0.16000000000000003
000308,0,1.0,88,0.12
000309,0,1.0,51,0.49
000310,0,1.0,74,0.26
000311,0,1.0,74,0.26
000312,0,1.0,77,0.22999999999999998
000313,0,1.0,69,0.31000000000000005
000314,0,1.0,97,0.030000000000000027
000315,0,1.0,75,0.25
000316,0,1.0,94,0.06000000000000005
000317,0,1.0,90,0.09999999999999998
000318,0,1.0,85,0.15000000000000002
000319,0,1.0,86,0.14
000320,0,1.0,97,0.030000000000000027
000321,0,1.0,84,0.16000000000000003
000322,1,0.99,74,0.26
000323,0,1.0,74,0.26
000324,0,1.0,66,0.33999999999999997
000325,0,1.0,53,0.47
000326,0,1.0,41,0.5900000000000001
000327,0,1.0,95,0.050000000000000044
000328,0,1.0,78,0.21999999999999997
000329,0,1.0,94,0.06000000000000005
000330,0,1.0,68,0.31999999999999995
000331,0,1.0,46,0.54
000332,0,1.0,43,0.5700000000000001
000333,0,1.0,33,0.6699999999999999
000334,1,0.99,87,0.13
000335,0,1.0,92,0.07999999999999996
000336,0,1.0,86,0.14
000337,0,1.0,83,0.17000000000000004
000338,0,1.0,92,0.07999999999999996
000339,0,1.0,44,0.56
000340,0,1.0,67,0.32999999999999996
000341,1,0.99,77,0.22999999999999998
000342,0,1.0,82,0.18000000000000005
000343,0,1.0,83,0.17000000000000004
000344,0,1.0,93,0.06999999999999995
000345,4,0.96,37,0.63
000346,0,1.0,87,0.13
000347,0,1.0,78,0.21999999999999997
000348,0,1.0,89,0.10999999999999999
000349,0,1.0,68,0.31999999999999995
000350,0,1.0,85,0.15000000000000002
000351,0,1.0,73,0.27
000352,0,1.0,67,0.32999999999999996
000353,1,0.99,91,0.08999999999999997
000354,0,1.0,80,0.19999999999999996
000355,0,1.0,68,0.31999999999999995
000356,0,1.0,78,0.21999999999999997
000357,0,1.0,83,0.17000000000000004
000358,2,0.98,40,0.6
000359,0,1.0,61,0.39
000360,0,1.0,88,0.12
000361,0,1.0,80,0.19999999999999996
000362,0,1.0,56,0.43999999999999995
000363,0,1.0,73,0.27
000364,0,1.0,79,0.20999999999999996
000365,0,1.0,85,0.15000000000000002
000366,0,1.0,97,0.030000000000000027
000367,0,1.0,94,0.06000000000000005
000368,1,0.99,36,0.64
000369,0,1.0,59,0.41000000000000003
000370,0,1.0,88,0.12
000371,0,1.0,72,0.28
000372,0,1.0,91,0.08999999999999997
000373,0,1.0,86,0.14
000374,0,1.0,74,0.26
000375,0,1.0,58,0.42000000000000004
000376,0,1.0,75,0.25
000377,0,1.0,89,0.10999999999999999
000378,0,1.0,87,0.13
000379,0,1.0,81,0.18999999999999995
000380,0,1.0,91,0.08999999999999997
000381,0,1.0,97,0.030000000000000027
000382,0,1.0,90,0.09999999999999998
000383,0,1.0,89,0.10999999999999999
000384,0,1.0,80,0.19999999999999996
000385,4,0.96,44,0.56
000386,0,1.0,63,0.37
000387,0,1.0,70,0.30000000000000004
000388,0,1.0,93,0.06999999999999995
000389,0,1.0,91,0.08999999999999997
000390,0,1.0,88,0.12
000391,0,1.0,89,0.10999999999999999
000392,1,0.99,90,0.09999999999999998
000393,0,1.0,66,0.33999999999999997
000394,0,1.0,72,0.28
000395,0,1.0,90,0.09999999999999998
000396,0,1.0,91,0.08999999999999997
000397,0,1.0,83,0.17000000000000004
000398,0,1.0,68,0.31999999999999995
000399,0,1.0,80,0.19999999999999996
000400,0,1.0,84,0.16000000000000003
000401,0,1.0,93,0.06999999999999995
000402,0,1.0,38,0.62
000403,0,1.0,83,0.17000000000000004
000404,0,1.0,82,0.18000000000000005
000405,0,1.0,60,0.4
000406,0,1.0,53,0.47
000407,0,1.0,87,0.13
000408,0,1.0,94,0.06000000000000005
000409,0,1.0,74,0.26
000410,0,1.0,87,0.13
000411,0,1.0,73,0.27
000412,0,1.0,81,0.18999999999999995
000413,0,1.0,68,0.31999999999999995
000414,0,1.0,73,0.27
000415,0,1.0,92,0.07999999999999996
000416,0,1.0,71,0.29000000000000004
000417,0,1.0,81,0.18999999999999995
000418,0,1.0,77,0.22999999999999998
000419,0,1.0,72,0.28
000420,0,1.0,92,0.07999999999999996
000421,0,1.0,64,0.36
000422,2,0.98,28,0.72
000423,0,1.0,75,0.25
000424,0,1.0,57,0.43000000000000005
000425,0,1.0,95,0.050000000000000044
000426,0,1.0,76,0.24
000427,0,1.0,50,0.5
000428,0,1.0,62,0.38
000429,0,1.0,83,0.17000000000000004
000430,0,1.0,94,0.06000000000000005
000431,0,1.0,79,0.20999999999999996
000432,1,0.99,63,0.37
000433,0,1.0,90,0.09999999999999998
000434,0,1.0,66,0.33999999999999997
000435,0,1.0,56,0.43999999999999995
000436,0,1.0,75,0.25
000437,0,1.0,55,0.44999999999999996
000438,0,1.0,47,0.53
000439,0,1.0,88,0.12
000440,0,1.0,42,0.5800000000000001
000441,0,1.0,70,0.30000000000000004
000442,1,0.99,59,0.41000000000000003
000443,0,1.0,91,0.08999999999999997
000444,0,1.0,85,0.15000000000000002
000445,0,1.0,95,0.050000000000000044
000446,1,0.99,95,0.050000000000000044
000447,0,1.0,87,0.13
000448,0,1.0,85,0.15000000000000002
000449,0,1.0,94,0.06000000000000005
000450,0,1.0,56,0.43999999999999995
000451,0,1.0,86,0.14
000452,0,1.0,89,0.10999999999999999
000453,0,1.0,86,0.14
000454,0,1.0,86,0.14
000455,0,1.0,76,0.24
000456,0,1.0,89,0.10999999999999999
000457,0,1.0,46,0.54
000458,0,1.0,49,0.51
000459,0,1.0,69,0.31000000000000005
000460,0,1.0,66,0.33999999999999997
000461,0,1.0,87,0.13
000462,0,1.0,61,0.39
000463,1,0.99,65,0.35
000464,1,0.99,83,0.17000000000000004
000465,0,1.0,79,0.20999999999999996
000466,0,1.0,82,0.18000000000000005
000467,0,1.0,65,0.35
000468,0,1.0,68,0.31999999999999995
000469,0,1.0,90,0.09999999999999998
000470,0,1.0,91,0.08999999999999997
000471,0,1.0,67,0.32999999999999996
000472,0,1.0,71,0.29000000000000004
000473,0,1.0,91,0.08999999999999997
000474,0,1.0,84,0.16000000000000003
000475,0,1.0,85,0.15000000000000002
000476,0,1.0,93,0.06999999999999995
000477,0,1.0,60,0.4
000478,0,1.0,90,0.09999999999999998
000479,0,1.0,71,0.29000000000000004
000480,0,1.0,68,0.31999999999999995
000481,0,1.0,42,0.5800000000000001
000482,0,1.0,84,0.16000000000000003
000483,0,1.0,98,0.020000000000000018
000484,0,1.0,97,0.030000000000000027
000485,0,1.0,60,0.4
000486,0,1.0,54,0.45999999999999996
000487,0,1.0,89,0.10999999999999999
000488,0,1.0,71,0.29000000000000004
000489,0,1.0,57,0.43000000000000005
000490,0,1.0,61,0.39
000491,0,1.0,90,0.09999999999999998
000492,0,1.0,94,0.06000000000000005
000493,0,1.0,71,0.29000000000000004
000494,0,1.0,92,0.07999999999999996
000495,0,1.0,93,0.06999999999999995
000496,0,1.0,82,0.18000000000000005
000497,0,1.0,55,0.44999999999999996
000498,0,1.0,75,0.25
000499,0,1.0,85,0.15000000000000002
000500,0,1.0,67,0.32999999999999996
000501,0,1.0,80,0.19999999999999996
000502,0,1.0,96,0.040000000000000036
000503,0,1.0,92,0.07999999999999996
000504,0,1.0,96,0.040000000000000036
000505,0,1.0,94,0.06000000000000005
000506,0,1.0,81,0.18999999999999995
000507,0,1.0,97,0.030000000000000027
000508,0,1.0,94,0.06000000000000005
000509,0,1.0,78,0.21999999999999997
000510,0,1.0,57,0.43000000000000005
000511,0,1.0,90,0.09999999999999998
000512,0,1.0,91,0.08999999999999997
000513,0,1.0,56,0.43999999999999995
000514,0,1.0,83,0.17000000000000004
000515,0,1.0,93,0.06999999999999995
000516,0,1.0,68,0.31999999999999995
000517,0,1.0,91,0.08999999999999997
000518,0,1.0,57,0.43000000000000005
000519,0,1.0,87,0.13
000520,0,1.0,61,0.39
000521,0,1.0,71,0.29000000000000004
000522,0,1.0,95,0.050000000000000044
000523,0,1.0,100,0.0
000524,0,1.0,80,0.19999999999999996
000525,0,1.0,84,0.16000000000000003
000526,0,1.0,89,0.10999999999999999
000527,0,1.0,72,0.28
000528,0,1.0,86,0.14
000529,0,1.0,75,0.25
000530,0,1.0,59,0.41000000000000003
000531,1,0.99,56,0.43999999999999995
000532,0,1.0,88,0.12
000533,0,1.0,91,0.08999999999999997
000534,0,1.0,79,0.20999999999999996
000535,0,1.0,75,0.25
000536,0,1.0,90,0.09999999999999998
000537,0,1.0,90,0.09999999999999998
000538,0,1.0,66,0.33999999999999997
000539,0,1.0,70,0.30000000000000004
000540,0,1.0,83,0.17000000000000004
000541,0,1.0,81,0.18999999999999995
000542,0,1.0,93,0.06999999999999995
000543,0,1.0,59,0.41000000000000003
000544,0,1.0,37,0.63
000545,0,1.0,70,0.30000000000000004
000546,0,1.0,58,0.42000000000000004
000547,0,1.0,65,0.35
000548,0,1.0,98,0.020000000000000018
000549,0,1.0,71,0.29000000000000004
000550,0,1.0,78,0.21999999999999997
000551,0,1.0,59,0.41000000000000003
000552,0,1.0,93,0.06999999999999995
000553,1,0.99,73,0.27
000554,1,0.99,80,0.19999999999999996
000555,0,1.0,86,0.14
000556,0,1.0,74,0.26
000557,0,1.0,88,0.12
000558,0,1.0,87,0.13
000559,0,1.0,98,0.020000000000000018
000560,0,1.0,44,0.56
000561,0,1.0,86,0.14
000562,0,1.0,94,0.06000000000000005
000563,0,1.0,90,0.09999999999999998
000564,0,1.0,48,0.52
000565,0,1.0,76,0.24
000566,0,1.0,94,0.06000000000000005
000567,0,1.0,95,0.050000000000000044
000568,0,1.0,86,0.14
000569,0,1.0,93,0.06999999999999995
000570,0,1.0,96,0.040000000000000036
000571,0,1.0,66,0.33999999999999997
000572,0,1.0,75,0.25
000573,0,1.0,82,0.18000000000000005
000574,0,1.0,88,0.12
000575,0,1.0,45,0.55
000576,0,1.0,86,0.14
000577,0,1.0,67,0.32999999999999996
000578,0,1.0,94,0.06000000000000005
000579,1,0.99,96,0.040000000000000036
000580,0,1.0,84,0.16000000000000003
000581,0,1.0,87,0.13
000582,0,1.0,31,0.69
000583,0,1.0,87,0.13
000584,0,1.0,92,0.07999999999999996
000585,0,1.0,99,0.010000000000000009
000586,0,1.0,73,0.27
000587,0,1.0,93,0.06999999999999995
000588,0,1.0,82,0.18000000000000005
000589,0,1.0,86,0.14
000590,0,1.0,62,0.38
000591,0,1.0,64,0.36
000592,0,1.0,59,0.41000000000000003
000593,0,1.0,68,0.31999999999999995
000594,0,1.0,88,0.12
000595,0,1.0,74,0.26
000596,0,1.0,69,0.31000000000000005
000597,0,1.0,64,0.36
000598,0,1.0,88,0.12
000599,0,1.0,68,0.31999999999999995
000600,0,1.0,53,0.47
000601,0,1.0,86,0.14
000602,0,1.0,67,0.32999999999999996
000603,0,1.0,74,0.26
000604,1,0.99,61,0.39
000605,0,1.0,85,0.15000000000000002
000606,0,1.0,61,0.39
000607,0,1.0,91,0.08999999999999997
000608,0,1.0,90,0.09999999999999998
000609,0,1.0,85,0.15000000000000002
000610,0,1.0,91,0.08999999999999997
000611,0,1.0,92,0.07999999999999996
000612,0,1.0,85,0.15000000000000002
000613,0,1.0,67,0.32999999999999996
000614,1,0.99,91,0.08999999999999997
000615,0,1.0,84,0.16000000000000003
000616,0,1.0,82,0.18000000000000005
000617,0,1.0,91,0.08999999999999997
000618,0,1.0,78,0.21999999999999997
000619,0,1.0,86,0.14
000620,0,1.0,77,0.22999999999999998
000621,0,1.0,97,0.030000000000000027
000622,0,1.0,87,0.13
000623,0,1.0,65,0.35
000624,0,1.0,78,0.21999999999999997
000625,0,1.0,55,0.44999999999999996
000626,0,1.0,96,0.040000000000000036
000627,0,1.0,77,0.22999999999999998
000628,0,1.0,71,0.29000000000000004
000629,0,1.0,68,0.31999999999999995
000630,0,1.0,87,0.13
000631,0,1.0,82,0.18000000000000005
000632,0,1.0,53,0.47
000633,0,1.0,90,0.09999999999999998
000634,0,1.0,73,0.27
000635,0,1.0,62,0.38
000636,0,1.0,63,0.37
000637,0,1.0,73,0.27
000638,0,1.0,66,0.33999999999999997
000639,0,1.0,74,0.26
000640,0,1.0,62,0.38
000641,0,1.0,66,0.33999999999999997
000642,1,0.99,68,0.31999999999999995
000643,0,1.0,93,0.06999999999999995
000644,0,1.0,97,0.030000000000000027
000645,1,0.99,84,0.16000000000000003
000646,0,1.0,92,0.07999999999999996
000647,0,1.0,69,0.31000000000000005
000648,0,1.0,91,0.08999999999999997
000649,0,1.0,64,0.36
000650,0,1.0,62,0.38
000651,0,1.0,54,0.45999999999999996
000652,0,1.0,84,0.16000000000000003
000653,0,1.0,82,0.18000000000000005
000654,0,1.0,63,0.37
000655,0,1.0,95,0.050000000000000044
000656,0,1.0,91,0.08999999999999997
000657,0,1.0,93,0.06999999999999995
000658,0,1.0,84,0.16000000000000003
000659,0,1.0,76,0.24
000660,0,1.0,91,0.08999999999999997
000661,0,1.0,74,0.26
000662,0,1.0,60,0.4
000663,1,0.99,71,0.29000000000000004
000664,0,1.0,81,0.18999999999999995
000665,0,1.0,76,0.24
000666,0,1.0,81,0.18999999999999995
000667,0,1.0,81,0.18999999999999995
000668,1,0.99,75,0.25
000669,0,1.0,91,0.08999999999999997
000670,0,1.0,35,0.65
000671,0,1.0,88,0.12
000672,0,1.0,92,0.07999999999999996
000673,0,1.0,88,0.12
000674,0,1.0,90,0.09999999999999998
000675,0,1.0,71,0.29000000000000004
000676,0,1.0,69,0.31000000000000005
000677,0,1.0,57,0.43000000000000005
000678,0,1.0,33,0.6699999999999999
000679,0,1.0,74,0.26
000680,0,1.0,84,0.16000000000000003
000681,0,1.0,82,0.18000000000000005
000682,0,1.0,92,0.07999999999999996
000683,0,1.0,90,0.09999999999999998
000684,0,1.0,79,0.20999999999999996
000685,0,1.0,30,0.7
000686,2,0.98,74,0.26
000687,0,1.0,89,0.10999999999999999
000688,0,1.0,77,0.22999999999999998
000689,0,1.0,77,0.22999999999999998
000690,0,1.0,95,0.050000000000000044
000691,0,1.0,57,0.43000000000000005
000692,0,1.0,81,0.18999999999999995
000693,0,1.0,84,0.16000000000000003
000694,0,1.0,73,0.27
000695,0,1.0,88,0.12
000696,0,1.0,99,0.010000000000000009
000697,0,1.0,70,0.30000000000000004
000698,0,1.0,81,0.18999999999999995
000699,0,1.0,41,0.5900000000000001
000700,0,1.0,81,0.18999999999999995
000701,0,1.0,78,0.21999999999999997
000702,0,1.0,84,0.16000000000000003
000703,0,1.0,58,0.42000000000000004
000704,0,1.0,92,0.07999999999999996
000705,0,1.0,88,0.12
000706,0,1.0,84,0.16000000000000003
000707,0,1.0,90,0.09999999999999998
000708,0,1.0,87,0.13
000709,0,1.0,89,0.10999999999999999
000710,1,0.99,46,0.54
000711,0,1.0,76,0.24
000712,0,1.0,85,0.15000000000000002
000713,0,1.0,77,0.22999999999999998
000714,1,0.99,72,0.28
000715,0,1.0,71,0.29000000000000004
000716,0,1.0,90,0.09999999999999998
000717,0,1.0,80,0.19999999999999996
000718,0,1.0,94,0.06000000000000005
000719,0,1.0,45,0.55
000720,0,1.0,88,0.12
000721,0,1.0,76,0.24
000722,0,1.0,87,0.13
000723,1,0.99,78,0.21999999999999997
000724,0,1.0,87,0.13
000725,0,1.0,90,0.09999999999999998
000726,0,1.0,89,0.10999999999999999
000727,0,1.0,89,0.10999999999999999
000728,1,0.99,63,0.37
000729,1,0.99,67,0.32999999999999996
000730,0,1.0,68,0.31999999999999995
000731,0,1.0,67,0.32999999999999996
000732,0,1.0,48,0.52
000733,1,0.99,86,0.14
000734,0,1.0,86,0.14
000735,0,1.0,93,0.06999999999999995
000736,0,1.0,94,0.06000000000000005
000737,0,1.0,93,0.06999999999999995
000738,0,1.0,87,0.13
000739,0,1.0,93,0.06999999999999995
000740,0,1.0,88,0.12
000741,0,1.0,81,0.18999999999999995
000742,0,1.0,95,0.050000000000000044
000743,0,1.0,74,0.26
000744,0,1.0,71,0.29000000000000004
000745,0,1.0,95,0.050000000000000044
000746,0,1.0,76,0.24
000747,0,1.0,65,0.35
000748,0,1.0,100,0.0
000749,0,1.0,82,0.18000000000000005
000750,1,0.99,35,0.65
000751,0,1.0,74,0.26
000752,0,1.0,59,0.41000000000000003
000753,0,1.0,70,0.30000000000000004
000754,1,0.99,89,0.10999999999999999
000755,0,1.0,47,0.53
000756,0,1.0,70,0.30000000000000004
000757,0,1.0,71,0.29000000000000004
000758,0,1.0,47,0.53
000759,0,1.0,89,0.10999999999999999
000760,0,1.0,82,0.18000000000000005
